,SCC,Data.Category,Short.Name,EI.Sector,Option.Group,Option.Set,SCC.Level.One,SCC.Level.Two,SCC.Level.Three,SCC.Level.Four,Map.To,Last.Inventory.Year,Created_Date,Revised_Date,Usage.Notes
9141,39990012,Point,Misc Manuf Indus /Residual Oil: Incinerators,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Residual Oil: Incinerators,,,,,
9142,39990013,Point,Misc Manuf Indus /Natural Gas: Incinerators,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Natural Gas: Incinerators,,,,,
9143,39990014,Point,Misc Manuf Indus /Process Gas: Incinerators,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Process Gas: Incinerators,,,,,
9144,39990021,Point,Misc Manuf Indus /Distillate Oil (No. 2 Oil): Flares,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Distillate Oil (No. 2 Oil): Flares,,,,4/28/1999 0:00:00,
9145,39990022,Point,Misc Manuf Indus /Residual Oil: Flares,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Residual Oil: Flares,,,,4/28/1999 0:00:00,
9146,39990023,Point,Misc Manuf Indus /Natural Gas: Flares,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Natural Gas: Flares,,,,,
9147,39990024,Point,Misc Manuf Indus /Process Gas: Flares,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Process Gas: Flares,,,,,
9148,39999989,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9149,39999991,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9150,39999992,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9151,39999993,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9152,39999994,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9153,39999995,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9154,39999996,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9155,39999997,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,4/28/1999 0:00:00,,
9156,39999998,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9157,39999999,Point,Misc Manuf / Indus Processes /Other Not Classified,Industrial Processes - NEC,,,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Classified,,,,,
9158,40100101,Point,Dry Cleaning /Perchloroethylene,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Perchloroethylene,,,,,
9159,40100102,Point,Dry Cleaning /Stoddard (Petrol Solvent) ** (Use 4-10-001-01 or 4-10-002-01),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard (Petroleum Solvent) ** (Use 4-10-001-01 or 4-10-002-01),,,,,
9160,40100103,Point,Dry Cleaning /Perchloroethylene,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Perchloroethylene,40100101.0,2005,,7/27/2008 0:00:00,
9161,40100104,Point,Dry Cleaning /Stoddard (Petrol Solvent) ** (Use 4-10-001-02 or 4-10-002-02),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard (Petroleum Solvent) ** (Use 4-10-001-02 or 4-10-002-02),,,,,
9162,40100105,Point,Dry Cleaning /Trichlorotrifluoroethane (Freon),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorotrifluoroethane (Freon),,,,,
9163,40100106,Point,Dry Cleaning /Trichlorotrifluoroethane (Freon),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorotrifluoroethane (Freon),40100105.0,2005,,7/27/2008 0:00:00,
9164,40100107,Point,Dry Cleaning /Ethylene Oxide: General,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Ethylene Oxide: General,,,,,
9165,40100113,Point,Dry Cleaning /Perchloroethylene,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Perchloroethylene,40100101.0,2005,,7/27/2008 0:00:00,
9166,40100146,Point,Dry Cleaning /Stoddard:Filtr Disp/Cooked Muck(Drained)**(Use 4-10-001-61 or 002-61),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard:Filtr Disp/Cooked Muck(Drained)**(Use 4-10-001-61 or 002-61),,,,,
9167,40100147,Point,Dry Cleaning /Stoddard:Filtr Disp/Cooked Muck (Centrif)**(Use 4-10-001-62 or 002-62),Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard:Filtr Disp/Cooked Muck (Centrif)**(Use 4-10-001-62 or 002-62),,,,,
9168,40100160,Point,Dry Cleaning /Trichlorofluoroethane: Washer/Dryer/Still,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorofluoroethane: Washer/Dryer/Still,,,,,
9169,40100161,Point,Dry Cleaning /Trichlorofluoroethane: Cartrige Filter Disposal,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorofluoroethane: Cartrige Filter Disposal,,,,,
9170,40100162,Point,Dry Cleaning /Trichlorofluoroethane: Still Residue Disposal,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorofluoroethane: Still Residue Disposal,,,,,
9171,40100163,Point,Dry Cleaning /Trichlorofluoroethane: Miscellaneous Fugitive,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Trichlorofluoroethane: Miscellaneous Fugitive,,,,,
9172,40100198,Point,Dry Cleaning /Other Not Classified,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,Other Not Classified,,,,,
9173,40100199,Point,Dry Cleaning /See Comment **,Solvent - Dry Cleaning,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Dry Cleaning,See Comment **,,,,,
9174,40100201,Point,Degreasing : Stoddard (Petroleum Solvent): Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): Open-top Vapor Degreasing,,,,,
9175,40100202,Point,"Degreasing : 1,1,1-Trichloroethane (Methyl Chloroform): Open-top Vapor Degreasing",Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,"1,1,1-Trichloroethane (Methyl Chloroform): Open-top Vapor Degreasing",,,,,
9176,40100203,Point,Degreasing : Perchloroethylene: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Perchloroethylene: Open-top Vapor Degreasing,,,,,
9177,40100204,Point,Degreasing : Methylene Chloride: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Methylene Chloride: Open-top Vapor Degreasing,,,,,
9178,40100205,Point,Degreasing : Trichloroethylene: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: Open-top Vapor Degreasing,,,,,
9179,40100206,Point,Degreasing : Toluene: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Toluene: Open-top Vapor Degreasing,,,,,
9180,40100207,Point,Degreasing : Trichlorotrifluoroethane (Freon): Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichlorotrifluoroethane (Freon): Open-top Vapor Degreasing,,,,,
9181,40100208,Point,Degreasing : Chlorosolve: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Chlorosolve: Open-top Vapor Degreasing,,,,,
9182,40100209,Point,Degreasing : Butyl Acetate: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Butyl Acetate: Open-top Vapor Degreasing,,,,4/14/2003 0:00:00,
9183,40100215,Point,Degreasing : Entire Unit: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit: Open-top Vapor Degreasing,,,,,
9184,40100216,Point,Degreasing : Other Not Classified: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Degreaser: Entire Unit,40100296.0,2002,,,
9185,40100217,Point,Degreasing : Other Not Classified: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit,40100296.0,2002,,,
9186,40100221,Point,Degreasing : Stoddard (Petroleum Solvent): Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): Conveyorized Vapor Degreasing,,,,,
9187,40100222,Point,"Degreasing : 1,1,1-Trichloroethane (Methyl Chloroform):Conveyorized Vapor Degreaser",Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,"1,1,1-Trichloroethane (Methyl Chloroform):Conveyorized Vapor Degreaser",,,,,
9188,40100223,Point,Degreasing : Perchloroethylene: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Perchloroethylene: Conveyorized Vapor Degreasing,,,,,
9189,40100224,Point,Degreasing : Methylene Chloride: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Methylene Chloride: Conveyorized Vapor Degreasing,,,,,
9190,40100225,Point,Degreasing : Trichloroethylene: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: Conveyorized Vapor Degreasing,,,,,
9191,40100235,Point,Degreasing : Entire Unit: with Vaporized Solvent: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit: with Vaporized Solvent: Conveyorized Vapor Degreasing,,,,,
9192,40100236,Point,Degreasing : Entire Unit: with Non-boiling Solvent: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit: with Non-boiling Solvent: Conveyorized Vapor Degreasing,,,,,
9193,40100251,Point,Degreasing : Stoddard (Petroleum Solvent): General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): General Degreasing Units,,,,,
9194,40100252,Point,"Degreasing : 1,1,1-Trichloroethane (Methyl Chloroform): General Degreasing Units",Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,"1,1,1-Trichloroethane (Methyl Chloroform): General Degreasing Units",,,,,
9195,40100253,Point,Degreasing : Perchloroethylene: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Perchloroethylene: General Degreasing Units,,,,,
9196,40100254,Point,Degreasing : Methylene Chloride: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Methylene Chloride: General Degreasing Units,,,,,
9197,40100255,Point,Degreasing : Trichloroethylene: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: General Degreasing Units,,,,,
9198,40100256,Point,Degreasing : Toluene: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Toluene: General Degreasing Units,,,,,
9199,40100257,Point,Degreasing : Trichlorotrifluoroethane (Freon): General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichlorotrifluoroethane (Freon): General Degreasing Units,,,,,
9200,40100258,Point,Degreasing : Trichlorofluoromethane: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Trichlorofluoromethane: General Degreasing Units,,,,,
9201,40100259,Point,"Degreasing : 1,1,1-Trichloroethane (Methyl Chloroform): General Degreasing Units",Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,"1,1,1-Trichloroethane (Methyl Chloroform): General Degreasing Units",40100252.0,2005,,7/27/2008 0:00:00,
9202,40100295,Point,Degreasing : Other Not Classified: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: General Degreasing Units,40100296.0,2002,,,
9203,40100296,Point,Degreasing : Other Not Classified: General Degreasing Units,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: General Degreasing Units,,,,,
9204,40100297,Point,Degreasing : Other Not Classified: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: Open-top Vapor Degreasing,40100299.0,2002,,,
9205,40100298,Point,Degreasing : Other Not Classified: Conveyorized Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: Conveyorized Vapor Degreasing,,,,,
9206,40100299,Point,Degreasing : Other Not Classified: Open-top Vapor Degreasing,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: Open-top Vapor Degreasing,,,,,
9207,40100301,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Methanol,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Methanol,,,,,
9208,40100302,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Methylene Chloride,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Methylene Chloride,,,,,
9209,40100303,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Stoddard (Petroleum Solvent),Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Stoddard (Petroleum Solvent),,,,,
9210,40100304,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Perchloroethylene,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Perchloroethylene,,,,,
9211,40100305,Point,"Solvent Evap /Cold Solvent Cleaning/Stripping /1,1,1-Trichloroethane (Methyl Chloroform)",Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,"1,1,1-Trichloroethane (Methyl Chloroform)",,,,,
9212,40100306,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Trichloroethylene,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Trichloroethylene,,,,,
9213,40100307,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Isopropyl Alcohol,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Isopropyl Alcohol,,,,,
9214,40100308,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Methyl Ethyl Ketone,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Methyl Ethyl Ketone,,,,,
9215,40100309,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Freon,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Freon,,,,,
9216,40100310,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Acetone,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Acetone,,,,,
9217,40100311,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Glycol Ethers,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Glycol Ethers,,,,,
9218,40100335,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Entire Unit,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Entire Unit,,,,,
9219,40100336,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Degreaser: Entire Unit,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Degreaser: Entire Unit,,,,,
9220,40100398,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Other Not Classified,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Other Not Classified,40100399.0,2005,,7/27/2008 0:00:00,
9221,40100399,Point,Solvent Evap /Cold Solvent Cleaning/Stripping /Other Not Classified,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Cold Solvent Cleaning/Stripping,Other Not Classified,,,,,
9222,40100401,Point,Solvent Evap /Knit Fabric Scouring w Chlorinated Solv /Perchloroethylene,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Knit Fabric Scouring with Chlorinated Solvent,Perchloroethylene,,,,,
9223,40100499,Point,Solvent Evap /Knit Fabric Scouring w Chlorinated Solv /Other Not Classified,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Knit Fabric Scouring with Chlorinated Solvent,Other Not Classified,,,,,
9224,40100501,Point,Solvent Evap /Solvent Storage /General Processes: Spent Solvent Storage,Industrial Processes - Storage and Transfer,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Solvent Storage,General Processes: Spent Solvent Storage,,,,,
9225,40100550,Point,Solvent Evap /Solvent Storage /General Processes: Drum Storage - Pure Organic Chemicals,Industrial Processes - Storage and Transfer,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Solvent Storage,General Processes: Drum Storage - Pure Organic Chemicals,,,,,
9226,40188801,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,40188898.0,2005,,7/27/2008 0:00:00,
9227,40188802,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,40188898.0,2005,,7/27/2008 0:00:00,
9228,40188803,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,40188898.0,2005,,7/27/2008 0:00:00,
9229,40188804,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,40188898.0,2005,,7/27/2008 0:00:00,
9230,40188805,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,40188898.0,2005,,7/27/2008 0:00:00,
9231,40188898,Point,Solvent Evap /Fugitive Emissions /Specify in Comments Field,Solvent - Degreasing,,,Petroleum and Solvent Evaporation,Organic Solvent Evaporation,Fugitive Emissions,Specify in Comments Field,,,,,
9232,40200101,Point,Surface Coating Application - General /Paint: Solvent-base,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Paint: Solvent-base,,,,,
9233,40200110,Point,Surface Coating Application - General /Paint: Solvent-base,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Paint: Solvent-base,40200101.0,2002,,,
9234,40200201,Point,Surface Coating Application - General /Paint: Water-base,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Paint: Water-base,,,,,
9235,40200210,Point,Surface Coating Application - General /Paint: Water-base,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Paint: Water-base,40200201.0,2002,,,
9236,40200301,Point,Surface Coating Application - General /Varnish/Shellac,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Varnish/Shellac,,,,,
9237,40200310,Point,Surface Coating Application - General /Varnish/Shellac,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Varnish/Shellac,40200301.0,2002,,,
9238,40200401,Point,Surface Coating Application - General /Lacquer,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Lacquer,,,,,
9239,40200410,Point,Surface Coating Application - General /Lacquer,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Lacquer,40200401.0,2002,,,
9240,40200501,Point,Surface Coating Application - General /Enamel,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Enamel,,,,,
9241,40200510,Point,Surface Coating Application - General /Enamel,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Enamel,40200501.0,2002,,,
9242,40200601,Point,Surface Coating Application - General /Primer,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Primer,,,,,
9243,40200610,Point,Surface Coating Application - General /Primer,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Primer,40200601.0,2002,,,
9244,40200701,Point,Surface Coating Application - General /Adhesive Application,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive Application,,,,,
9245,40200706,Point,Surface Coating Application - General /Adhesive: Solvent Mixing,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive: Solvent Mixing,,,,,
9246,40200707,Point,Surface Coating Application - General /Adhesive: Solvent Storage,Industrial Processes - Storage and Transfer,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive: Solvent Storage,,,,,
9247,40200710,Point,Surface Coating Application - General /Adhesive: General,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive: General,,,,,
9248,40200711,Point,Surface Coating Application - General /Adhesive: Spray,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive: Spray,,,,,
9249,40200712,Point,Surface Coating Application - General /Adhesive: Roll-on,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Surface Coating Application - General,Adhesive: Roll-on,,,,,
9250,40200801,Point,Surface Coating Oven - General /General,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,General,,,,,
9251,40200802,Point,Surface Coating Oven - General /Dried < 175F **,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Dried < 175F **,,,,,
9252,40200803,Point,Surface Coating Oven - General /Baked : 175F **,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Baked : 175F **,,,,,
9253,40200810,Point,Surface Coating Oven - General /General,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,General,40200801.0,2005,,7/27/2008 0:00:00,
9254,40200820,Point,Surface Coating Oven - General /Prime/Base Coat Oven,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Prime/Base Coat Oven,,,,,
9255,40200830,Point,Surface Coating Oven - General /Topcoat Oven,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Topcoat Oven,,,,,
9256,40200840,Point,"Surface Coating Oven - General /Two Piece Can Curing Ovens: General (Incl Codes 41, 42, & 43)",Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,"Two Piece Can Curing Ovens: General (Includes Codes 41, 42, and 43)",,,,,
9257,40200841,Point,Surface Coating Oven - General /Two Piece Can Base Coat Oven,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Two Piece Can Base Coat Oven,,,,,
9258,40200842,Point,Surface Coating Oven - General /Two Piece Can Over Varnish Oven,Solvent - Industrial Surface Coating & Solvent Use,,,Petroleum and Solvent Evaporation,Surface Coating Operations,Coating Oven - General,Two Piece Can Over Varnish Oven,,,,,
